node,lng,lat
534,12.4508034,41.907606
535,12.4555857,41.9075488
536,12.4473508,41.9028357
537,12.446412,41.9013977
538,12.4456706,41.901916
539,12.453006,41.9073109
540,12.4531133,41.9099782
541,12.4541637,41.9075939
542,12.454328,41.9072169
543,12.4498271,41.912058
544,12.4515812,41.9105349
545,12.4538123,41.9101498
546,12.4533313,41.90949
547,12.4538297,41.909959
548,12.4534682,41.9091706
549,12.454124,41.9093332
550,12.4568892,41.9100038
551,12.4501837,41.9110901
552,12.4505369,41.9102912
553,12.4509236,41.9094394
554,12.4513024,41.9085783
555,12.4516338,41.9077998
556,12.4564982,41.9126419
557,12.4544785,41.9121428
558,12.4531641,41.9118235
559,12.4494506,41.9108978
560,12.4512242,41.9113468
561,12.4523727,41.9116201
562,12.4503243,41.9128382
563,12.4520841,41.9123223
564,12.4511293,41.9126078
565,12.4515957,41.9133966
566,12.4527161,41.9108148
567,12.4538807,41.9111064
568,12.4546921,41.9113072
569,12.4581553,41.9121728
570,12.4579906,41.9093634
571,12.4578417,41.9068607
572,12.4587094,41.9079631
573,12.4591313,41.9096436
574,12.4594427,41.9088798
575,12.4602611,41.9067559
576,12.4602472,41.9099409
577,12.4605587,41.9091555
578,12.4608317,41.9084675
579,12.4611506,41.907663
580,12.4616316,41.9102823
581,12.4619438,41.909498
582,12.4622169,41.9088118
583,12.4627364,41.9105551
584,12.4630763,41.9097781
585,12.4633544,41.9090948
586,12.4636915,41.9082888
587,12.4586172,41.9031452
588,12.4634174,41.9057535
589,12.4639466,41.9076589
590,12.4631168,41.9065561
591,12.4647836,41.9056549
592,12.4643783,41.9066436
593,12.4641608,41.907143
594,12.4653844,41.9073121
595,12.4668764,41.9062153
596,12.4665671,41.906811
597,12.4662635,41.9074337
598,12.4658909,41.9081435
599,12.4880916,41.8525267
600,12.4839142,41.8546524
601,12.490721,41.8544034
602,12.4886676,41.8559924
603,12.4879344,41.8564529
604,12.4807251,41.8578468
605,12.4929158,41.8559729
606,12.4909149,41.8575886
607,12.4895408,41.8584291
608,12.4866736,41.8536401
609,12.4892679,41.8554893
610,12.4858277,41.854129
611,12.4869663,41.8554007
612,12.480966,41.8584193
613,12.485429,41.8581328
614,12.4942173,41.8599295
615,12.4899736,41.8595659
616,12.4975186,41.8637428
617,12.4947898,41.8655748
618,12.4945112,41.8670815
619,12.5245177,41.6958984
620,12.5248706,41.7012927
621,12.5200934,41.7108319
622,12.5164054,41.7196238
623,12.5009249,41.7532187
624,12.5003064,41.7608308
625,12.4878171,41.77113
626,12.4869111,41.7715742
627,12.4810594,41.797602
628,12.4819889,41.8035258
629,12.4539007,41.8079295
630,12.4569749,41.806701
631,12.4675431,41.8047169
632,12.4791608,41.8017455
633,12.4806183,41.8013491
